,Unnamed: 0,artist_name,track_title,track_id,popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,lyrics,len,topic,release_date
1487,17624,vampire weekend,i stand corrected,4DwNBBeCrztmAxBuM3UrVX,38,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock",0.679,0.64,7.0,-9.418,1.0,0.111,0.275,0.351,0.176,0.111,160.023,pop,check facts admit doublescreening wasn funny stand correct stand correct care wrong long like perfect stand correct stand correct lord know try stand time forget protocol hand right stand correct stand correct,32,violence,2008
1488,17668,suzanne vega,marlene on the wall,2WMay5ANq2NNjrxRcKAvkN,42,"lilith, new romantic, new wave pop, permanent wave, singer-songwriter",0.608,0.37,6.0,-15.055,0.0,0.034,0.597,0.0,0.0987,0.33,112.554,pop,observe blood tattoo fingerprint evidence show skirt danger zone talk later watch wall mock smile say record rise fall soldier pass soldier fight things think call destiny change wall walk house afternoon butcher shop sawdust strew away goods soon tell watch wall mock smile say record rise fall fight things think call destiny change wall,55,violence,1985
1489,17682,leann rimes,how do i live,7BD50ATrF3Vab5FQy7vtK8,66,"country, country dawn, country road",0.577,0.462,2.0,-7.989,1.0,0.0279,0.128,0.0,0.0822,0.258,128.303,pop,night live kind life need arm need hold world heart soul leave baby away good life tell live want know breathe survive live life world leave baby know lose lose leave baby away real life tell live want know breathe survive live tell baby leave baby away need baby know good life tell live want know breathe survive live live live baby live,63,world/life,2003
1490,17684,slave,just a touch of love,1abbmCW62dP7ag10VjQBz4,43,"classic soul, disco, funk, p funk, post-disco, quiet storm, soul",0.742,0.473,0.0,-14.567,1.0,0.0309,0.0508,2.14e-05,0.0386,0.904,108.782,jazz,touch little touch touch little touch make shine little little touch mind baby little little high baby little little touch spend time spend time oooh baby baby touch little touch repeat touch time mind mind keep high touch time mind mind keep high need little little touch make frown baby little little send spine little little touch spend time spend time repeat repeat repeat repeat fade,66,night/time,1979
1491,17702,jimi hendrix,machine gun,2McQn0M9t059SFVgw1OW8U,34,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",0.334,0.674,0.0,-7.661,0.0,0.188,0.12,0.138,0.493,0.486,146.916,blues,year million million summer hehehe like dedicate draggy scene go soldier fight chicago milwaukee york soldier fight vietnam like thing call machine machine tear body apart machine tear body apart evil kill evil kill evil kill families apart pick fight like farmer know mean bullets knock pick fight like farmer yeah blast grind shoot baby go time pain self blame machine afraid mess babe afraid awhile cheap talk cause pain bullets like rain know time wrong baby go yeah machine tear family apart yeah yeah alright tear family apart shoot leave shoot stay go shoot grind survive yeah want hear anymore alright bullets gun bomb live live know instead kill,110,violence,1970
1492,17708,bruce springsteen,backstreets,4SYZRVKI2Ku3L6bRqSskDK,34,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",0.263,0.591,7.0,-9.025,1.0,0.0369,0.0187,0.00102,0.831,0.235,90.895,rock,soft infest summer friends try vain breathe bear catch rid outskirts tie teeth sleep abandon beach house get waste heat hide backstreets hide backstreets hard fill defeat run live night backstreets slow dance dark beach stockton wing desperate lovers street kings huddle cars wait bell ring deep heart night lose run backstreets run backstreets swear live forever take backstreets endless juke joint valentino drag dancers scrap tear street dress rag run darkness hurt die night hear damn city cry blame lie kill blame truth blame matter breakdown midnight leave hat hat go away lay dark like chest tramp hearts cry tear faithlessness remember movies try learn walk like heroes think time like rest strand force confess hide backstreets hide backstreets swear forever friends backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets right hide backstreets try hide hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets hide backstreets whoa ohoh,191,sadness,1975
1493,17714,robert plant,please read the letter,1m5N9YCZL4BXuSXdYmhRaj,40,"album rock, art rock, blues rock, classic rock, hard rock, mellow gold, progressive rock, rock, singer-songwriter, uk americana",0.517,0.518,9.0,-8.66,1.0,0.0371,0.202,0.434,0.16,0.465,143.224,blues,catch run little hide maybe baby gonna turn fine read letter nail door crazy turn need late late fool read sign maybe baby better check line read letter write sleep help consultation angels deep ahah ahah read letter write read letter write stand word house ring charm pretty bird understand wall come fall leave check lose ahah ahah read letter write read letter write read letter write song remember baby gotta reap read letter promise secrets memories deep read letter nail door crazy turn need read letter write read letter write read letter write read letter write read letter read letter read letter yeah yeah,105,music,2007
1494,17715,green day,redundant,0GYTAipuswOBWFtk06kFCL,53,"modern rock, permanent wave, punk, rock",0.482,0.946,9.0,-3.416,1.0,0.0353,8.77e-06,0.00172,0.0891,0.867,115.883,pop,live repetition content shtick routine turn contention like production line go roller coaster speak lose voice speechless redundant cause lose word choreograph lack passion prototypes go circle nauseous take grant waste fake hate speak lose voice speechless redundant cause lose word speak lose voice speechless redundant cause lose word speak lose voice speechless redundant cause lose word,57,violence,1997
1495,17753,queen,radio ga ga,1HmzAZUvhQLhLo2z3ocpZI,60,"classic rock, glam rock, rock",0.744,0.502,5.0,-7.705,1.0,0.0359,0.179,0.000172,0.19,0.655,112.345,rock,radio radio watch light friend teenage nights know hear radio give time star war worlds invade mar laugh feel like radio background noise backdrop girls boys know care complain time power finest hour radio radio hear radio radio radio hear radio radio blah blah radio radio love watch show watch star videos hours hours hardly need ears music change years leave friend like good things depend stick cause miss grow tire visual time power finest hour radio radio hear radio radio radio hear radio radio radio hear radio radio blah blah radio love radio radio radio radio radio radio time power finest hour radio radio,105,music,1984
1496,17795,death cab for cutie,you are a tourist,2bD1AW4yqiCurGCva6r88a,43,"alternative rock, chamber pop, indie rock, indietronica, modern alternative rock, modern rock, seattle indie, washington indie",0.569,0.872,2.0,-7.566,1.0,0.0314,0.000254,0.144,0.283,0.661,95.16,pop,grow higher grow higher grow higher grow higher burn heart endless yearn heart build bigger grow grow burn heart alarm grow higher doubt mind think time frame right wrong doubt mind burn heart think burst apart fear save tear save tear burn heart feel like tourist city bear time define destination different place home villain story write plain best intentions need redemptions agree grow higher burn heart,67,world/life,2011
1497,17837,sublime,garden grove,5tFpkuwgFZQm3jv4PTX4VB,55,"rap rock, reggae fusion, ska mexicano, ska punk",0.531,0.617,4.0,-6.111,0.0,0.0426,0.00225,0.000692,0.0296,0.549,81.64,reggae,take garden smelt like inside yeah funky reggae party dollars door get real write rhyme microwave deucedeuce trunk yeah know hard soul grind fool fuck steal garage cause mind music jamaica pull reason soul unsound shit stick shoe smell inside sheet cover sand sittin shitty band gettin shit hand gettin hassle wakin alarm stickin needle pickin trash freeway feelin depress leave make sound pickin pound livin tweeker gettin yell sayin findin roach things wait,74,obscene,1996
1498,17843,sandra,everlasting love,1mscYl0vNlVknI51wOWDG7,53,"eurodance, europop, italo disco",0.648,0.806,10.0,-11.078,1.0,0.032,0.154,0.029,0.163,0.473,120.024,pop,everlasting everlasting hearts astray leave hurt go away need find come gonna stay love endlessly open eye realize stand everlasting need need hide deny everlasting start open heart last everlasting everlasting everlasting look eye burn strong goodbyes arm belong time come dream come true hearts love love open eye realize stand everlasting need need hide deny everlasting start open heart last everlasting everlasting everlasting everlasting everlasting open eye realize stand everlasting need need hide deny everlasting start open heart last everlasting open eye realize stand everlasting need need hide deny everlasting start open heart last everlasting,96,sadness,1987
1499,17865,stereolab,french disko,4Zb88sF1Qj778KV5lstVxT,44,"alternative rock, art pop, experimental, experimental pop, experimental rock, indietronica, neo-psychedelic, no wave, noise pop",0.331,0.75,8.0,-6.12,1.0,0.0405,1.09e-05,0.49,0.0856,0.27,74.275,pop,world essentially absurd place live bubble withdrawal tell fact life kill things fight resistance world essentially absurd place live bubble withdrawal say human existence pointless act rebellious solidarity bring sense world resistance resistance world essentially absurd place live bubble withdrawal tell fact life kill things fight resistance world essentially absurd place live bubble withdrawal say human existence pointless act rebellious solidarity bring sense world resistance resistance,66,world/life,1995
1500,17876,the shins,saint simon,2A8GLlJ8vGO2z0MTjau2Jw,45,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",0.596,0.545,3.0,-5.763,1.0,0.0238,0.13,1.83e-06,0.101,0.354,92.823,pop,implement texts design intellects vex evidently hide saint divine ancient feed line sentiment hard pluck vine hard pretend allow mock defense step night time mind figure nursery rhyme help make sense live cruel uneventful state apathy release value time wipe hard batten fare wind head pretense allow mock defense step night eye blue place hold candle solemn warmth feel inside measure hard batten fare wind head pretense allow mock defense step night eye blue place hold candle solemn warmth feel inside,81,violence,2003
1501,17880,pantera,strength beyond strength,6TGw6QkUsQIcAxfq1EFfjP,52,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",0.321,0.976,0.0,-5.815,1.0,0.107,0.00023,0.0191,0.263,0.369,106.968,rock,education family life open arm today go tomorrow break gutter know opinion break record fuck college dream fact stronger work perfect body perfect mind perfect neighbor help legalize dope pristine streets make muscle gall naive best bone brain cock deep stronger state affairs cripple america pipe dream buttfucked immune stronger lament rookie officer punk weak little truly rule particular time grow monster arrogant explosive motherfuck hard shut like lock president submission hold hand television draw stump late late holdbacks pay cop paycheck bust child heed word smoke dope daughter suck snort cheap hail kings kings stronger simple process legalize choice question certain strengths know intention forever stronger stronger,108,world/life,1994
1502,17882,pixies,motorway to roswell,1TnFEBVOb5u8MBECofdDNS,34,"alternative rock, boston rock, permanent wave, rock",0.584,0.752,11.0,-9.983,1.0,0.0279,0.0488,0.00479,0.304,0.734,113.923,pop,night try hard night holiday look place stay near friendly mote wonder great turn shitty end army crate photograph file tiny boat spark turn graze city start drive motorway feel night night try hard night holiday look place stay near friendly mote wonder great turn shit end army crate photograph file tiny boat spark graze night try hard night try hard start head motorway come right start head motorway come right start head motorway come right start head motorway come right start head motorway come right start head motorway come right start head motorway come right,96,sadness,1991
1503,17905,pixies,gouge away,7oDDV1cal0M0RIjr4HuuJ9,58,"alternative rock, boston rock, permanent wave, rock",0.658,0.475,4.0,-12.688,1.0,0.033,0.000892,0.0194,0.105,0.461,125.747,pop,gouge away gouge away stay want aggravation sacred question stroke lock marijuana gouge away gouge away stay want sleep belly break arm spoon eye rub charm holy finger gouge away gouge away stay want chain pillars party break wall kill holy finger gouge away gouge away stay want,48,sadness,1989
1504,17909,tarrus riley,human nature,0mo2JSYD3tnwEzStpREOHZ,39,"dancehall, lovers rock",0.711,0.505,11.0,-7.317,0.0,0.108,0.00959,0.0,0.114,0.588,88.995,reggae,look night time city wink sleepless hear voice shake window sweet seduce sigh night time wall hold tonight apple bite tell human nature tell tell human nature reach stranger electric eye girl know watch like stare tell human nature tell human nature live live look morning city heart begin beat reach touch shoulder dream street tell human nature tell human nature tell human nature tell human nature tell human nature live live,72,violence,2009
1505,17957,queen,save me,2mGEqJahn3CSyCG1BTEqMs,44,"classic rock, glam rock, rock",0.506,0.45,7.0,-6.796,1.0,0.0269,0.359,0.0,0.127,0.327,81.621,rock,start say perfect pair clothe love cry years care loyalty sham years belie live save save save face life save save save naked home slate soon clean erase memories start somebody waste hang head advertise soul sale rent heart cold inside real intent save save save face life save save naked home night believe save save save yeah yeah save save save face life save save naked home,68,world/life,1980
1506,17975,lee brice,she ain't right,4NxPDTO2ivJ1GwXCyOnPcl,35,"contemporary country, country, country road, modern country rock",0.471,0.658,9.0,-4.662,1.0,0.03,0.119,0.0,0.214,0.37,145.959,country,daddy tongue temper mouth filter shake head build smile love live life unruly tear dirt road dually dangerous absolutely little round corner wheel slow yell come jump crazy right right right right say want meet momma say think ought like mix water midnight momma coffee table dance come unwind good swear girl go right right right right give smile say somebody like love somebody like right right right right right right right right right right right right,77,night/time,2010
1507,18010,don henley,dirty laundry,1deZHQ9Na7bnWA9pulmlXD,57,"album rock, classic rock, mellow gold, singer-songwriter, soft rock, yacht rock",0.756,0.772,5.0,-6.65,0.0,0.0306,0.0848,0.0026,0.0792,0.954,98.382,pop,live even news people lose dirty laundry actor wind look good clear come whisper dirty laundry kick kick kick kick kick kick kick kick bubbleheaded bleachblonde come tell plane crash gleam interest people dirty laundry lyric commercial,37,obscene,1982
1508,18018,gwen stefani,rich girl,2Y2q7PkD7lvuWr8YaZfWuv,65,"dance pop, pop",0.856,0.746,7.0,-2.728,0.0,0.042,0.0292,1.53e-05,0.206,0.761,98.018,pop,nananananana nananananana nananananana nananananana girl money world wealthy girl test impress cash flow cause money world wealthy girl think money bring clean westwood galliano gown wouldn hood hollywood mansion book class house london riches baby mean riches baby bring bring riches baby mean need baby love better gold know girl money world wealthy girl test impress cash flow cause money world wealthy girl harajuku girls inspire come rescue dress wicked name yeah music baby hurry come save riches baby mean riches baby bring bring riches baby mean need baby love better gold know come world hood japan harajuku girls shouldn matter shouldn matter shouldn matter shouldn matter come world hood japan harajuku girls shouldn matter shouldn matter shouldn matter shouldn matter happen life turn upside chicks blow mind ding second round original track ting know things stefani fetish people know style wicked climb get girl money world wealthy girl test impress cash flow cause money world wealthy girl nananananana nananananana nananananana nananananana nananananana nananananana,164,obscene,2004
1509,18034,fleetwood mac,rhiannon,05oETzWbd4SI33qK2gbJfR,75,"album rock, classic rock, rock, soft rock, yacht rock",0.723,0.49,9.0,-14.745,0.0,0.0296,0.111,0.0946,0.0923,0.795,129.012,rock,rhiannon ring like night wouldn take like flight lover life see woman take wind stay promise heaven like dark darkness rule life like fine skylark starless life see woman take wind lyric commercial,33,world/life,1975
1510,18075,death from above 1979,romantic rights,0iHZnbbFHDO9MzHWlJI0Hb,36,"canadian rock, dance-punk, garage rock, indietronica, modern alternative rock, modern rock",0.516,0.961,5.0,-5.37,0.0,0.157,0.00316,0.0,0.404,0.458,150.147,blues,romantic right push girls know know want shhhhh beat wall quit play shape know know like watch stay night need want south heat things wound bleed fill game save young come baby company start family live unhappily right romantically,39,obscene,2004
1511,18093,skillet,would it matter,3yawCOFKiw8TVVdCubX4hu,38,"alternative metal, christian alternative rock, christian music, christian rock",0.497,0.819,8.0,-4.352,1.0,0.0424,0.151,0.0,0.108,0.276,126.002,rock,wasn tomorrow anybody care time wanna know wasn tomorrow lose sleep wasn hard hollow maybe miss know mess wanna like better forget remind forever forever pull matter try remember matter chance pass matter give matter wasn tomorrow anybody care stick inside sorrow nothin goin know mess wanna like better forget remind forever pull matter try remember matter chance pass matter give matter know mess wanna like better help forget wanna feel like forever forever pull matter try remember matter chance pass matter give matter leave tomorrow anybody care stick sorrow go chance pass matter give matter,96,world/life,2009
1512,18111,anberlin,the feel good drag,5sTVykpRs4eiZKn96bZogj,54,pop emo,0.342,0.677,5.0,-11.906,0.0,0.0568,0.0013,0.00671,0.201,0.501,188.6,pop,say stay boyfriend go pretend lips need introduction greater drab eye invite tell darling begin begin kiss call crutch like devil hand begin lips lie like devil hand see somebody everybody tire eye wander help prayers need answer cause tire greatest mistake fell littlest begin kiss call crutch like devil hand begin lips lie like devil hand failure disease want outline draw greatest failure discourse save song begin kiss call crutch like devil hand begin lips lie like devil hand begin kiss call crutch like devil hand begin lips lie like devil hand,93,violence,2005
1513,18120,justin bieber,fall,24MWSatP5sTylISvJONhnB,47,"pop rap, rap",0.69,0.541,4.0,-9.259,1.0,0.042,0.721,4.64e-05,0.112,0.787,130.024,pop,tell story girl fell best friend feel break blind believe treat right know love aware smile face go smile want tell long gonna fall know wall wrap heart scar fall tell afraid cause amaze friendship wanna lose wanna lose think stand sit hurt babe hand know forget know break heart time cause know piece go time wrong shoulder cry time song figure gonna fall know wall wrap heart scar fall catch fall catch fall catch fall spread wing away fall gonna fall know wall wrap heart scar fall gonna fall know wall wrap heart scar scar scar fall catch fall catch fall catch fall spread wing away listen fall,109,sadness,2012
1514,18129,judas priest,breaking the law,2RaA6kIcvomt77qlIgGhCT,68,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock",0.362,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.491,164.019,rock,completely waste work inside frustrate drift feel care live begin action life break break break break break break break break lyric commercial,22,sadness,1980
1515,18134,nine inch nails,head like a hole,3ckd4YA4LcD3j50rfIVwUe,59,"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",0.666,0.798,9.0,-11.26,1.0,0.0477,0.00848,0.00186,0.585,0.442,115.382,rock,money money tell want money nail wall money want want away away head like hole black soul control head like hole black soul control serve go deserve serve go deserve money look cure lyric commercial,35,violence,1989
1516,18135,iration,time bomb,0KtKac3tvjeGjg6FXcUy7X,55,reggae rock,0.754,0.59,4.0,-6.525,0.0,0.046,0.192,0.0,0.11,0.784,147.107,reggae,see party round like start like loud poppin champagne take shots live moment time bomb try tick heart sound time bomb detonate wire late whisky stain dress wear proud tell start shout spray champagne crowd live moment time bomb try tick heart sound time bomb detonate wire late time bomb try tick heart sound time bomb detonate wire late time bomb try tick heart sound time bomb detonate wire late time bomb try tick heart sound time bomb detonate wire late time bomb try tick heart sound time bomb detonate wire late,92,night/time,2010
1517,18137,lil wayne,nightmares of the bottom,26rzYxyfEcuAfga8ZtPt64,53,"hip hop, new orleans rap, pop rap, rap, trap",0.81,0.577,8.0,-6.142,1.0,0.148,0.00941,3.58e-06,0.0838,0.408,140.065,pop,sleep nightmares everybody wanna swat talk shittin roses picture different pose look rear view world slow rearended pause like light dead right highway heaven headlights know stop clueless cause attention shooters shoot life course shoot search today instead tomorrow shit right tomorrow young money blood like scar weezy baby flaw like worry marry money true story judge need jury stand like security journey bullshit concern know go jail fuck attorney sleep nigga toss turnin cold hypothermic bitch confirm yeah doin open grill barbecuin know shit tight screwin game joke okay walk needle stick point yeah streets talk familiar voice gangsta choice sons choose wiser survivor yeah haha killer cause killin shit wrap ribbon twin glocks siblings bullets travel better dribblin touch cloud fingernails bitch think like tinkerbell wire like stringer cause know feel know whip white girl spank tail fuck track train derail know roll need train wheel truth hurt pain pills bleed reality bowl riches wealth fuck yeah get share breathin moms tell prayers feel alright tryna stay aware wanna meet niggas game game fair players play coach coach cheerleaders cheer try spirit ghost disappear weezy baby fear,189,obscene,2011
1518,18185,breaking benjamin,dance with the devil,10ASBwZsp7oUUDsJEYz3uS,66,"alternative metal, nu metal, post-grunge",0.345,0.929,3.0,-4.469,0.0,0.142,0.00015,0.00106,0.129,0.181,155.041,pop,stand helpless leave dead close eye days go easy wrong harder right believe right lie stay long world wrong goodbye lyric commercial,22,night/time,2006
1519,18218,thirteen senses,into the fire,3I7uuT1p0nDLkW2ctKoWf0,39,"cornwall indie, piano rock",0.391,0.63,3.0,-6.764,0.0,0.0274,0.0437,0.00115,0.113,0.134,174.04,rock,come come hand explain explain turn meet power time time turn white sense dire pull pull extreme summer spring mountain samaritan wait come come hand explain explain turn meet power time time turn white sense dire pull pull extreme summer spring mountain samaritan wait look look light look look light ooooh come come hand come come,56,violence,2005
1520,18225,alanis morissette,head over feet,735rjks7kQgWCjTQlIHMuH,62,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",0.482,0.808,0.0,-7.176,1.0,0.065,0.0562,0.0,0.202,0.438,79.599,pop,choice hear state time think treat like princess like spite alarm fall head feet surprise couldn help fault swallow braver give credit service spite alarm fall head feet surprise couldn help fault bearer unconditional things hold breath door thank best listener best friend best friend benefit take long felt healthy want rational aware aware spite alarm fall head feet surprise couldn help fault spite alarm fall head feet surprise couldn help fault,72,violence,1995
1521,18247,ashanti,happy,6CbcdeTQKj0qTaZTt0xkdk,59,"dance pop, hip pop, r&b, urban contemporary",0.727,0.515,2.0,-6.553,0.0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,pop,haha right world talented record label murder angelic voice hear background princess miss ashanti haha need stay leave fell good wouldn babe couldn babe good wouldn babe couldn baby life search everyday life feel everyday baby feel good pain away couldn know fell good wouldn babe couldn babe good wouldn babe couldn baby life search everyday life feel everyday baby fell fell thank send send thank send life search everyday life feel everyday baby life search search everyday life feel feel everyday baby wouldn babe couldn babe wouldn babe couldn baby,91,world/life,2002
1522,18283,u2,love rescue me,1vcaM0bARQkcXE05oXdn8u,37,"irish rock, permanent wave, rock",0.227,0.37,9.0,-13.251,1.0,0.032,0.106,1.24e-06,0.0644,0.297,171.616,rock,rescue come forth speak raise fall enemy hand imprison rescue strangers road regret lose seek reveal thoughts conceal rescue make stretch sink palace shame say rescue cold mirror glass reflection pass dark shade purple eye lie rescue yeah walk valley fear evil curse staff longer comfort rescue say rescue yeah palace shame say rescue conquer past future stand entrance world ruin right soon lose sight rescue,66,violence,1988
1523,18311,the clash,i'm not down,1eijsmCG81EUB5YGGAz6Yv,38,"alternative rock, permanent wave, punk, rock",0.498,0.851,6.0,-7.251,0.0,0.0701,0.00751,2.16e-05,0.218,0.846,137.635,rock,true lead life poor live judgment nothin save beat throw show grow face gang jeer strange streets nerve pump fight fear beat throw show grow cause live kind sorrow away go floor depression know swing like skyscrapers rise floor floor give think toughest world wide world streets away get roughest beat throw show grow,54,world/life,1979
1524,18319,joni mitchell,river,0DAmSYQW9kq9gQNDI002KP,53,"canadian singer-songwriter, folk, folk rock, singer-songwriter",0.402,0.152,0.0,-13.901,1.0,0.0403,0.979,9.07e-05,0.104,0.387,59.173,pop,come christmas cut tree put reindeer sing songs peace wish river skate away snow stay pretty green gonna money go quit crazy scene wish river skate away wish river long teach feet wish river skate away baby try hard help know ease love naughty weak knees wish river skate away hard handle selfish go lose best baby wish river skate away wish river long teach feet wish river skate away baby goodbye come christmas cut tree put reindeer sing songs peace wish river skate away,85,sadness,1971
1525,18323,megadeth,addicted to chaos,4Ka1hOiCQw1a5RVyzW4Xu1,46,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal",0.556,0.864,1.0,-5.007,1.0,0.0348,8.26e-05,0.00348,0.075,0.428,97.168,rock,yesterday tell go normal people monkey ache bone forget say walk say need wrong weak feel strong heart blacken bloody hole heart hole head help help hand turn final stand dream tangle abstract fallacy random turmoil build addict addict chaos light shin path turn days good turn breakdowns block smash cause brain labour head spin rain come cold wind blow plan road turn collar welcome unknown remember say walk help help hand turn final stand dream tangle abstract fallacy random turmoil build addict chaos help help hand turn final stand stand dream dream tangle abstract fallacy tangle abstract fallacy random turmoil build random turmoil build build build build dream dream tangle abstract fallacy tangle abstract fallacy random turmoil build random turmoil build addict addict addict chaos addict addict chaos chaos addict chaos chaos chaos,134,violence,1994
1526,18329,toni braxton,un-break my heart,5Ihd9HrPvOADyVoonH9ZjB,69,"contemporary r&b, dance pop, r&b, urban contemporary",0.625,0.426,2.0,-8.4,0.0,0.0271,0.412,0.0,0.116,0.112,110.021,pop,leave pain leave rain come bring smile come tear away need arm hold nights unkind bring nights hold unbreak heart undo hurt cause walk door walk life uncry tear cry nights unbreak heart heart word goodbye bring life leave tear come kiss pain away forget leave time unkind life cruel unbreak heart undo hurt cause walk door walk life uncry tear cry nights unbreak heart heart leave pain leave rain bring nights hold unbreak heart undo hurt cause walk door walk life uncry tear cry nights unbreak unbreak heart baby come unbreak heart sweet darlin tell unbreak heart tell unbreak heart tell unbreak heart tell unbreak heart,107,sadness,1996
1527,18340,jimmy eat world,pain,2WhDg8UWljoAl8oNh8uZbJ,58,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",0.395,0.955,0.0,-3.352,0.0,0.12,0.0176,0.0,0.585,0.283,168.005,pop,feel felt know gonna smile worry show build better white pills take pain away kiss open eye breathe bother take pain away lyric commercial,24,sadness,2004
1528,18357,u2,love is blindness,3MqgRB20fpPXIovSSuK7na,39,"irish rock, permanent wave, rock",0.263,0.383,10.0,-13.418,0.0,0.0503,0.363,0.208,0.12,0.166,145.979,rock,blindness want wrap night heart blindness park crowd street complete thread rip knot slip blindness clockworks cold steel finger numb feel squeeze handle blow candle blindness blindness want wrap night blindness little death mourn warn baby dangerous idea make sense drown deep secrets tell money blindness,46,violence,1991
1529,18361,hole,plump,2nbTJN4paC2VOCEGX1kh1x,50,"alternative rock, grunge, riot grrrl",0.487,0.847,9.0,-5.881,1.0,0.0359,0.00293,0.0633,0.102,0.751,128.862,pop,shake death rattle spittle dish throw crib eat overfed milk mouth make sick stumble fail plump throw time eat overfed milk mouth make sick fake like fake like fake like baby arm crawl legs like liar witch trial look good eat overfed milk mouth make sick,46,obscene,1994
1530,18366,hot chip,ready for the floor,6q6PeTloTbL2vb1Gt9sQQc,52,"alternative dance, dance rock, electronica, indie rock, indietronica, neo-synthpop, new rave",0.764,0.759,1.0,-5.443,0.0,0.0413,0.00903,0.0,0.0746,0.937,128.999,pop,instead carve wall open talk ready ready fall instead carve wall open talk ready ready floor hear voice choice hop dance hear voice choice sink force hop dance number instead carve wall lyric commercial,34,violence,2008
1531,18371,lil wayne,how to hate,2ZiMQKIieJ7GTRYnO8fP8p,47,"hip hop, new orleans rap, pop rap, rap, trap",0.4,0.754,7.0,-5.955,1.0,0.0885,0.223,0.0,0.527,0.248,146.475,pop,owe know see scenes movie blow keep talk cause know friend hear come break boyfriend fuck girl tell fuck niggas go fuck niggas people learn things learn crash burn fast read letter catch explain ways teach hate bitch wed ring move better things talk bout fool good think cool need shoulder girl listen fuck bitch bitch hoe fuck cause waynes pour fuck bitch shit shit shit bitch bone trip bullshit bird pigeon toe fuck niggas go jail fuck niggas guess single night right middle finger night sound catch shit explain teach hate bitch wed ring move better things talk bout fool good think cool need shoulder girl listen fuck bitch bitch coconut ciroc forgive forget bitch forget bitch somebody change lock wish hear hear better make fourever damn perfect couple overtime work double wish best good luck weezy fuck go girl move home away girl go song write want round girl years try text phone cause girl teach hate bitch wed ring move better things talk bout fool good think cool need shoulder girl listen fuck bitch bitch,178,obscene,2011
1532,18386,caravan palace,bambous,1HarRtQyddY3aOwe9y6I6N,23,"electro swing, nu jazz",0.836,0.968,1.0,-5.347,1.0,0.212,0.0602,0.0165,0.104,0.883,129.012,jazz,swing brother swing come swing begin swing brother swing stop swing begin,12,music,2008
1533,18451,dire straits,so far away,3pGBIgFdfdnjtHDJR4nbrR,49,"album rock, classic rock, mellow gold, rock",0.689,0.463,4.0,-11.716,1.0,0.0285,0.249,0.18,0.0589,0.702,114.455,rock,mean away go away away away away alright tire away tire make telephone cause away away away away alright tire explain away rain away away away away away away alright away,31,sadness,1985
1534,18488,rod stewart,every beat of my heart,7AFYQ5pNtS4I98PvFXkvid,45,"mellow gold, soft rock",0.494,0.381,9.0,-14.359,1.0,0.028,0.149,0.000205,0.0687,0.339,77.739,rock,eye lonely sky lonely road babylon family country heaven know belong pack bag tonight jacobite leave surely train pour rain farewell goodbye seagull land folk want beat heart tear apart lose dark go home glass wine auld lang syne girl leave miss darkest hour arm entwine seagull land folk want beat heart tear apart lose dark drink toast blood cheer emerald isle northern light swirl pip grow seagull land folk want beat heart tear apart lose dark,77,sadness,1986
1535,18505,sublime,krs-one,50zZ6S7YI5dVL69a7GkArx,41,"rap rock, reggae fusion, ska mexicano, ska punk",0.65,0.301,10.0,-11.319,0.0,0.149,0.525,0.000251,0.107,0.388,125.97,reggae,pleasure conversation change nation fuck contemplate want say yeah hear past nigga past shit beautiful share yeah queen recall presence need bodyguards shit smile closest time girl world worry damn thing song sing trust wisdom guidance commit need affection violence answer poetry live moment guard angels misunderstand maybe comfort smile tend inspiration style maybe build castle eye piece fall apart start express true need televise away doves criticize mean mug affection live dream dreamers course grow know piss probably smoke promise enter play game gotta song sing song sing watch grow near pavement rest assure rest assure rest assure rest assure feel,102,world/life,1992
